2026-04-16 23:49:49,655 | ====================================================
2026-04-16 23:49:49,656 | CONFIGURAÇÃO DO SISTEMA
2026-04-16 23:49:49,656 | ====================================================
2026-04-16 23:49:49,656 | Sistema operacional: Windows 11
2026-04-16 23:49:49,656 | CPU: Intel64 Family 6 Model 165 Stepping 2, GenuineIntel
2026-04-16 23:49:49,656 | Núcleos físicos: 4
2026-04-16 23:49:49,656 | Núcleos lógicos: 8
2026-04-16 23:49:49,656 | Frequência CPU: 2496.0 MHz
2026-04-16 23:49:49,656 | Memória RAM: 7.84 GB
2026-04-16 23:49:49,656 | GPU: não detectada
2026-04-16 23:49:49,656 | 
2026-04-16 23:49:49,657 | ====================================================
2026-04-16 23:49:49,657 | INÍCIO DA EXECUÇÃO DA PIPELINE
2026-04-16 23:49:49,657 | ====================================================
2026-04-16 23:49:49,657 | Início: 16/04/2026 23:49:49
2026-04-16 23:49:49,657 | 
2026-04-16 23:49:49,657 | Inicio da execução
2026-04-16 23:50:03,580 | Total textos: 29000
2026-04-16 23:50:03,582 | Idiomas: 29
2026-04-16 23:50:03,583 | Experimento 1 espaços
2026-04-16 23:50:09,142 | Execução 1/10
2026-04-16 23:54:02,543 | Acuracia execucao 1: 0.6900
2026-04-16 23:54:02,543 | Execução 2/10
2026-04-16 23:59:06,781 | Acuracia execucao 2: 0.6319
2026-04-16 23:59:06,782 | Execução 3/10
2026-04-17 00:02:38,672 | Acuracia execucao 3: 0.5047
2026-04-17 00:02:38,673 | Execução 4/10
2026-04-17 00:07:52,139 | Acuracia execucao 4: 0.7359
2026-04-17 00:07:52,139 | Execução 5/10
2026-04-17 00:11:51,806 | Acuracia execucao 5: 0.7197
2026-04-17 00:11:51,806 | Execução 6/10
2026-04-17 00:15:35,238 | Acuracia execucao 6: 0.6698
2026-04-17 00:15:35,239 | Execução 7/10
2026-04-17 00:20:35,195 | Acuracia execucao 7: 0.7117
2026-04-17 00:20:35,196 | Execução 8/10
2026-04-17 00:25:48,727 | Acuracia execucao 8: 0.7422
2026-04-17 00:25:48,728 | Execução 9/10
2026-04-17 00:30:59,211 | Acuracia execucao 9: 0.7297
2026-04-17 00:30:59,211 | Execução 10/10
2026-04-17 00:36:10,854 | Acuracia execucao 10: 0.7493
2026-04-17 00:36:10,855 | Acuracia media 1: 0.6885
2026-04-17 00:36:10,856 | Experimento 5 espaços
2026-04-17 00:36:16,446 | Execução 1/10
2026-04-17 00:42:21,939 | Acuracia execucao 1: 0.8150
2026-04-17 00:42:21,939 | Execução 2/10
2026-04-17 00:48:27,162 | Acuracia execucao 2: 0.8379
2026-04-17 00:48:27,163 | Execução 3/10
2026-04-17 00:52:59,901 | Acuracia execucao 3: 0.6848
2026-04-17 00:52:59,902 | Execução 4/10
2026-04-17 00:59:06,346 | Acuracia execucao 4: 0.8329
2026-04-17 00:59:06,347 | Execução 5/10
2026-04-17 01:05:15,793 | Acuracia execucao 5: 0.8271
2026-04-17 01:05:15,795 | Execução 6/10
2026-04-17 01:09:45,241 | Acuracia execucao 6: 0.7752
2026-04-17 01:09:45,241 | Execução 7/10
2026-04-17 01:15:48,565 | Acuracia execucao 7: 0.8050
2026-04-17 01:15:48,566 | Execução 8/10
2026-04-17 01:21:57,035 | Acuracia execucao 8: 0.7581
2026-04-17 01:21:57,036 | Execução 9/10
2026-04-17 01:27:58,464 | Acuracia execucao 9: 0.8460
2026-04-17 01:27:58,467 | Execução 10/10
2026-04-17 01:34:05,674 | Acuracia execucao 10: 0.8322
2026-04-17 01:34:05,675 | Acuracia media 5: 0.8014
2026-04-17 01:34:05,676 | Experimento 7 espaços
2026-04-17 01:34:11,355 | Execução 1/10
2026-04-17 01:40:32,232 | Acuracia execucao 1: 0.7784
2026-04-17 01:40:32,233 | Execução 2/10
2026-04-17 01:47:01,970 | Acuracia execucao 2: 0.8478
2026-04-17 01:47:01,971 | Execução 3/10
2026-04-17 01:53:43,083 | Acuracia execucao 3: 0.8581
2026-04-17 01:53:43,084 | Execução 4/10
2026-04-17 02:00:18,511 | Acuracia execucao 4: 0.8491
2026-04-17 02:00:18,512 | Execução 5/10
2026-04-17 02:05:57,043 | Acuracia execucao 5: 0.8552
2026-04-17 02:05:57,044 | Execução 6/10
2026-04-17 02:12:31,922 | Acuracia execucao 6: 0.8510
2026-04-17 02:12:31,923 | Execução 7/10
2026-04-17 02:19:04,946 | Acuracia execucao 7: 0.8171
2026-04-17 02:19:04,947 | Execução 8/10
2026-04-17 02:23:47,567 | Acuracia execucao 8: 0.5257
2026-04-17 02:23:47,568 | Execução 9/10
2026-04-17 02:30:24,443 | Acuracia execucao 9: 0.8610
2026-04-17 02:30:24,443 | Execução 10/10
2026-04-17 02:37:06,769 | Acuracia execucao 10: 0.8041
2026-04-17 02:37:06,770 | Acuracia media 7: 0.8048
2026-04-17 02:37:06,771 | Experimento 12 espaços
2026-04-17 02:37:12,545 | Execução 1/10
2026-04-17 02:45:05,173 | Acuracia execucao 1: 0.8491
2026-04-17 02:45:05,174 | Execução 2/10
2026-04-17 02:52:45,658 | Acuracia execucao 2: 0.8567
2026-04-17 02:52:45,659 | Execução 3/10
2026-04-17 03:00:30,660 | Acuracia execucao 3: 0.8260
2026-04-17 03:00:30,661 | Execução 4/10
2026-04-17 03:08:20,076 | Acuracia execucao 4: 0.8571
2026-04-17 03:08:20,077 | Execução 5/10
2026-04-17 03:14:58,424 | Acuracia execucao 5: 0.8271
2026-04-17 03:14:58,425 | Execução 6/10
2026-04-17 03:22:45,356 | Acuracia execucao 6: 0.8641
2026-04-17 03:22:45,357 | Execução 7/10
2026-04-17 03:30:30,893 | Acuracia execucao 7: 0.8243
2026-04-17 03:30:30,893 | Execução 8/10
2026-04-17 03:37:53,823 | Acuracia execucao 8: 0.8103
2026-04-17 03:37:53,823 | Execução 9/10
2026-04-17 03:45:45,336 | Acuracia execucao 9: 0.8305
2026-04-17 03:45:45,337 | Execução 10/10
2026-04-17 03:53:39,266 | Acuracia execucao 10: 0.8586
2026-04-17 03:53:39,267 | Acuracia media 12: 0.8404
2026-04-17 03:53:39,269 | ====================================================
2026-04-17 03:53:39,269 | RESULTADOS FINAIS
2026-04-17 03:53:39,269 | ====================================================
2026-04-17 03:53:39,269 | 
2026-04-17 03:53:39,269 | 1 espaço(s): 0.6885
2026-04-17 03:53:39,269 |     desvio padrão: 0.0741
2026-04-17 03:53:39,269 |     IC 95%: [0.6355, 0.7415]
2026-04-17 03:53:39,269 | 
2026-04-17 03:53:39,269 | 5 espaço(s): 0.8014
2026-04-17 03:53:39,269 |     desvio padrão: 0.0498
2026-04-17 03:53:39,269 |     IC 95%: [0.7658, 0.8370]
2026-04-17 03:53:39,269 | 
2026-04-17 03:53:39,269 | 7 espaço(s): 0.8048
2026-04-17 03:53:39,269 |     desvio padrão: 0.1018
2026-04-17 03:53:39,269 |     IC 95%: [0.7320, 0.8776]
2026-04-17 03:53:39,269 | 
2026-04-17 03:53:39,269 | 12 espaço(s): 0.8404
2026-04-17 03:53:39,269 |     desvio padrão: 0.0187
2026-04-17 03:53:39,270 |     IC 95%: [0.8270, 0.8538]
2026-04-17 03:53:39,270 | 
2026-04-17 03:53:39,270 | Media global: 0.7838

2026-04-17 03:53:39,271 | ====================================================
2026-04-17 03:53:39,271 | TEMPO TOTAL DE EXECUÇÃO
2026-04-17 03:53:39,271 | ====================================================
2026-04-17 03:53:39,271 | Fim: 2026-04-17 03:53:39
2026-04-17 03:53:39,271 | Tempo total: 4:03:49.636296
2026-04-17 03:53:39,272 | 
2026-04-17 03:53:39,903 | ====================================================
2026-04-17 03:53:39,903 | USO DE RECURSOS DURANTE O EXPERIMENTO
2026-04-17 03:53:39,904 | ====================================================
2026-04-17 03:53:39,904 | CPU média: 17.24%
2026-04-17 03:53:39,904 | CPU máxima: 61.30%
2026-04-17 03:53:39,904 | RAM média: 5.74 GB
2026-04-17 03:53:39,904 | RAM máxima: 6.64 GB
2026-04-17 03:53:39,904 | 
2026-04-17 03:53:40,514 | Fim da execução
