2026-04-12 17:09:27,195 | ====================================================
2026-04-12 17:09:27,196 | CONFIGURAÇÃO DO SISTEMA
2026-04-12 17:09:27,196 | ====================================================
2026-04-12 17:09:27,196 | Sistema operacional: Windows 11
2026-04-12 17:09:27,196 | CPU: Intel64 Family 6 Model 165 Stepping 2, GenuineIntel
2026-04-12 17:09:27,196 | Núcleos físicos: 4
2026-04-12 17:09:27,196 | Núcleos lógicos: 8
2026-04-12 17:09:27,196 | Frequência CPU: 2496.0 MHz
2026-04-12 17:09:27,196 | Memória RAM: 7.84 GB
2026-04-12 17:09:27,196 | GPU: não detectada
2026-04-12 17:09:27,196 | 
2026-04-12 17:09:27,197 | ====================================================
2026-04-12 17:09:27,197 | INÍCIO DA EXECUÇÃO DA PIPELINE
2026-04-12 17:09:27,197 | ====================================================
2026-04-12 17:09:27,197 | Início: 12/04/2026 17:09:27
2026-04-12 17:09:27,197 | 
2026-04-12 17:09:27,197 | Inicio da execução
2026-04-12 17:09:34,553 | Total textos: 28511
2026-04-12 17:09:34,555 | Idiomas: 29
2026-04-12 17:09:34,557 | Experimento 1 espaços
2026-04-12 17:09:41,267 | Execução 1/10
2026-04-12 17:14:34,373 | Acuracia execucao 1: 0.7543
2026-04-12 17:14:34,374 | Execução 2/10
2026-04-12 17:17:58,934 | Acuracia execucao 2: 0.6518
2026-04-12 17:17:58,934 | Execução 3/10
2026-04-12 17:22:54,089 | Acuracia execucao 3: 0.7286
2026-04-12 17:22:54,090 | Execução 4/10
2026-04-12 17:26:30,917 | Acuracia execucao 4: 0.7275
2026-04-12 17:26:30,918 | Execução 5/10
2026-04-12 17:31:28,765 | Acuracia execucao 5: 0.7438
2026-04-12 17:31:28,766 | Execução 6/10
2026-04-12 17:36:30,945 | Acuracia execucao 6: 0.7631
2026-04-12 17:36:30,946 | Execução 7/10
2026-04-12 17:41:00,112 | Acuracia execucao 7: 0.6937
2026-04-12 17:41:00,113 | Execução 8/10
2026-04-12 17:45:55,627 | Acuracia execucao 8: 0.7464
2026-04-12 17:45:55,627 | Execução 9/10
2026-04-12 17:50:10,002 | Acuracia execucao 9: 0.7228
2026-04-12 17:50:10,002 | Execução 10/10
2026-04-12 17:53:59,306 | Acuracia execucao 10: 0.7009
2026-04-12 17:53:59,307 | Acuracia media 1: 0.7233
2026-04-12 17:53:59,308 | Experimento 5 espaços
2026-04-12 17:54:06,736 | Execução 1/10
2026-04-12 17:59:17,738 | Acuracia execucao 1: 0.7657
2026-04-12 17:59:17,739 | Execução 2/10
2026-04-12 18:04:27,406 | Acuracia execucao 2: 0.7401
2026-04-12 18:04:27,407 | Execução 3/10
2026-04-12 18:09:21,139 | Acuracia execucao 3: 0.7261
2026-04-12 18:09:21,140 | Execução 4/10
2026-04-12 18:14:42,702 | Acuracia execucao 4: 0.7931
2026-04-12 18:14:42,702 | Execução 5/10
2026-04-12 18:18:52,570 | Acuracia execucao 5: 0.7065
2026-04-12 18:18:52,571 | Execução 6/10
2026-04-12 18:24:01,107 | Acuracia execucao 6: 0.8050
2026-04-12 18:24:01,107 | Execução 7/10
2026-04-12 18:28:15,039 | Acuracia execucao 7: 0.7219
2026-04-12 18:28:15,040 | Execução 8/10
2026-04-12 18:33:27,182 | Acuracia execucao 8: 0.8024
2026-04-12 18:33:27,183 | Execução 9/10
2026-04-12 18:38:55,463 | Acuracia execucao 9: 0.7719
2026-04-12 18:38:55,463 | Execução 10/10
2026-04-12 18:44:00,269 | Acuracia execucao 10: 0.7715
2026-04-12 18:44:00,271 | Acuracia media 5: 0.7604
2026-04-12 18:44:00,271 | Experimento 7 espaços
2026-04-12 18:44:07,753 | Execução 1/10
2026-04-12 18:49:16,819 | Acuracia execucao 1: 0.7065
2026-04-12 18:49:16,820 | Execução 2/10
2026-04-12 18:54:47,170 | Acuracia execucao 2: 0.7526
2026-04-12 18:54:47,171 | Execução 3/10
2026-04-12 19:00:18,869 | Acuracia execucao 3: 0.7733
2026-04-12 19:00:18,870 | Execução 4/10
2026-04-12 19:05:51,325 | Acuracia execucao 4: 0.7657
2026-04-12 19:05:51,326 | Execução 5/10
2026-04-12 19:11:23,862 | Acuracia execucao 5: 0.7338
2026-04-12 19:11:23,863 | Execução 6/10
2026-04-12 19:16:50,815 | Acuracia execucao 6: 0.8103
2026-04-12 19:16:50,816 | Execução 7/10
2026-04-12 19:22:21,151 | Acuracia execucao 7: 0.7806
2026-04-12 19:22:21,152 | Execução 8/10
2026-04-12 19:27:50,786 | Acuracia execucao 8: 0.7843
2026-04-12 19:27:50,787 | Execução 9/10
2026-04-12 19:31:47,428 | Acuracia execucao 9: 0.6716
2026-04-12 19:31:47,428 | Execução 10/10
2026-04-12 19:37:28,013 | Acuracia execucao 10: 0.7798
2026-04-12 19:37:28,013 | Acuracia media 7: 0.7558
2026-04-12 19:37:28,014 | Experimento 12 espaços
2026-04-12 19:37:35,707 | Execução 1/10
2026-04-12 19:43:37,875 | Acuracia execucao 1: 0.7787
2026-04-12 19:43:37,876 | Execução 2/10
2026-04-12 19:49:35,927 | Acuracia execucao 2: 0.8033
2026-04-12 19:49:35,927 | Execução 3/10
2026-04-12 19:53:39,666 | Acuracia execucao 3: 0.4482
2026-04-12 19:53:39,667 | Execução 4/10
2026-04-12 19:59:35,663 | Acuracia execucao 4: 0.7820
2026-04-12 19:59:35,663 | Execução 5/10
2026-04-12 20:05:28,315 | Acuracia execucao 5: 0.7887
2026-04-12 20:05:28,315 | Execução 6/10
2026-04-12 20:11:21,527 | Acuracia execucao 6: 0.8055
2026-04-12 20:11:21,528 | Execução 7/10
2026-04-12 20:17:14,360 | Acuracia execucao 7: 0.8126
