2026-03-29 13:54:25,560 | ====================================================
2026-03-29 13:54:25,562 | CONFIGURAÇÃO DO SISTEMA
2026-03-29 13:54:25,562 | ====================================================
2026-03-29 13:54:25,562 | Sistema operacional: Windows 11
2026-03-29 13:54:25,562 | CPU: Intel64 Family 6 Model 165 Stepping 2, GenuineIntel
2026-03-29 13:54:25,562 | Núcleos físicos: 4
2026-03-29 13:54:25,562 | Núcleos lógicos: 8
2026-03-29 13:54:25,562 | Frequência CPU: 2496.0 MHz
2026-03-29 13:54:25,562 | Memória RAM: 7.84 GB
2026-03-29 13:54:25,562 | GPU: não detectada
2026-03-29 13:54:25,562 | 
2026-03-29 13:54:25,563 | ====================================================
2026-03-29 13:54:25,563 | INÍCIO DA EXECUÇÃO DA PIPELINE
2026-03-29 13:54:25,563 | ====================================================
2026-03-29 13:54:25,563 | Início: 29/03/2026 13:54:25
2026-03-29 13:54:25,563 | 
2026-03-29 13:54:25,563 | Inicio da execução
2026-03-29 13:54:31,871 | Total textos: 29000
2026-03-29 13:54:31,873 | Idiomas: 29
2026-03-29 13:54:31,875 | Experimento 1 espaços
2026-03-29 13:54:35,212 | Execução 1/10
2026-03-29 13:59:13,936 | Acuracia execucao 1: 0.6931
2026-03-29 13:59:13,937 | Execução 2/10
2026-03-29 14:04:26,603 | Acuracia execucao 2: 0.7291
2026-03-29 14:04:26,604 | Execução 3/10
2026-03-29 14:09:31,148 | Acuracia execucao 3: 0.7288
2026-03-29 14:09:31,148 | Execução 4/10
2026-03-29 14:15:23,516 | Acuracia execucao 4: 0.7062
2026-03-29 14:15:23,516 | Execução 5/10
2026-03-29 14:20:37,217 | Acuracia execucao 5: 0.7281
2026-03-29 14:20:37,218 | Execução 6/10
2026-03-29 14:23:55,843 | Acuracia execucao 6: 0.5691
2026-03-29 14:23:55,843 | Execução 7/10
2026-03-29 14:29:19,391 | Acuracia execucao 7: 0.6948
2026-03-29 14:29:19,392 | Execução 8/10
2026-03-29 14:34:34,384 | Acuracia execucao 8: 0.7290
2026-03-29 14:34:34,385 | Execução 9/10
2026-03-29 14:40:00,400 | Acuracia execucao 9: 0.6955
2026-03-29 14:40:00,400 | Execução 10/10
2026-03-29 14:45:23,379 | Acuracia execucao 10: 0.7224
2026-03-29 14:45:23,380 | Acuracia media 1: 0.6996
2026-03-29 14:45:23,380 | Experimento 5 espaços
2026-03-29 14:45:29,008 | Execução 1/10
2026-03-29 14:51:34,679 | Acuracia execucao 1: 0.8059
2026-03-29 14:51:34,680 | Execução 2/10
2026-03-29 14:57:58,498 | Acuracia execucao 2: 0.8024
2026-03-29 14:57:58,499 | Execução 3/10
2026-03-29 15:08:32,277 | Acuracia execucao 3: 0.7072
2026-03-29 15:08:32,290 | Execução 4/10
