2026-04-07 13:27:24,771 | ====================================================
2026-04-07 13:27:24,772 | CONFIGURAÇÃO DO SISTEMA
2026-04-07 13:27:24,772 | ====================================================
2026-04-07 13:27:24,772 | Sistema operacional: Windows 11
2026-04-07 13:27:24,772 | CPU: Intel64 Family 6 Model 170 Stepping 4, GenuineIntel
2026-04-07 13:27:24,772 | Núcleos físicos: 12
2026-04-07 13:27:24,772 | Núcleos lógicos: 14
2026-04-07 13:27:24,772 | Frequência CPU: 1700.0 MHz
2026-04-07 13:27:24,773 | Memória RAM: 31.46 GB
2026-04-07 13:27:24,773 | GPU: não detectada
2026-04-07 13:27:24,773 | 
2026-04-07 13:27:24,775 | ====================================================
2026-04-07 13:27:24,775 | INÍCIO DA EXECUÇÃO DA PIPELINE
2026-04-07 13:27:24,775 | ====================================================
2026-04-07 13:27:24,775 | Início: 07/04/2026 13:27:24
2026-04-07 13:27:24,775 | 
2026-04-07 13:27:24,775 | Inicio da execução
2026-04-07 13:27:26,029 | Total textos: 29000
2026-04-07 13:27:26,030 | Idiomas: 29
2026-04-07 13:27:26,031 | Experimento 1 espaços
2026-04-07 13:27:31,844 | Execução 1/10
2026-04-07 13:35:39,214 | Acuracia execucao 1: 0.6826
2026-04-07 13:35:39,215 | Execução 2/10
2026-04-07 13:47:34,293 | Acuracia execucao 2: 0.7150
2026-04-07 13:47:34,294 | Execução 3/10
2026-04-07 13:54:07,901 | Acuracia execucao 3: 0.6809
2026-04-07 13:54:07,902 | Execução 4/10
2026-04-07 14:02:16,638 | Acuracia execucao 4: 0.6534
2026-04-07 14:02:16,639 | Execução 5/10
2026-04-07 14:09:11,697 | Acuracia execucao 5: 0.5379
2026-04-07 14:09:11,698 | Execução 6/10
2026-04-07 14:18:12,331 | Acuracia execucao 6: 0.6833
2026-04-07 14:18:12,332 | Execução 7/10
2026-04-07 14:28:50,983 | Acuracia execucao 7: 0.7591
2026-04-07 14:28:50,984 | Execução 8/10
2026-04-07 14:39:59,710 | Acuracia execucao 8: 0.6766
2026-04-07 14:39:59,711 | Execução 9/10
2026-04-07 14:46:01,817 | Acuracia execucao 9: 0.4816
2026-04-07 14:46:01,818 | Execução 10/10
2026-04-07 14:53:09,098 | Acuracia execucao 10: 0.7050
2026-04-07 14:53:09,098 | Acuracia media 1: 0.6575
2026-04-07 14:53:09,099 | Experimento 5 espaços
2026-04-07 14:53:20,892 | Execução 1/10
2026-04-07 15:01:53,016 | Acuracia execucao 1: 0.6450
2026-04-07 15:01:53,017 | Execução 2/10
2026-04-07 15:13:52,536 | Acuracia execucao 2: 0.7548
2026-04-07 15:13:52,537 | Execução 3/10
2026-04-07 15:25:55,408 | Acuracia execucao 3: 0.7628
2026-04-07 15:25:55,410 | Execução 4/10
2026-04-07 15:38:57,778 | Acuracia execucao 4: 0.7107
2026-04-07 15:38:57,779 | Execução 5/10
2026-04-07 15:50:21,364 | Acuracia execucao 5: 0.6836
2026-04-07 15:50:21,365 | Execução 6/10
2026-04-07 16:01:33,516 | Acuracia execucao 6: 0.7221
2026-04-07 16:01:33,519 | Execução 7/10
2026-04-07 16:18:45,385 | Acuracia execucao 7: 0.7798
2026-04-07 16:18:45,386 | Execução 8/10
2026-04-07 16:34:39,538 | Acuracia execucao 8: 0.7502
2026-04-07 16:34:39,539 | Execução 9/10
2026-04-07 16:43:47,683 | Acuracia execucao 9: 0.5786
2026-04-07 16:43:47,684 | Execução 10/10
2026-04-07 17:00:19,061 | Acuracia execucao 10: 0.7253
2026-04-07 17:00:19,065 | Acuracia media 5: 0.7113
2026-04-07 17:00:19,067 | Experimento 7 espaços
2026-04-07 17:00:38,745 | Execução 1/10
